date,customer_id,product_id,order_value
2024-10-26,C101159,P1009,736.32
2025-05-07,C100450,P1007,2111.1
2025-08-18,C100504,P1006,1974.06
2025-02-20,C100684,P1005,536.56
2025-03-27,C100810,P1008,1019.03
2025-08-07,C100051,P1010,2037.06
2025-06-26,C101124,P1007,1136.79
2024-12-14,C100956,P1001,1971.12
2025-05-25,C100842,P1004,2066.56
2025-06-21,C100302,P1009,484.58
2024-11-22,C100056,P1008,206.08
2025-10-04,C100472,P1011,2475.8
2024-11-19,C100177,P1002,1154.14
2025-01-26,C101114,P1005,346.73
2025-02-05,C101064,P1002,923.02
2025-06-03,C101057,P1001,1301.52
2025-02-07,C100803,P1012,579.33
2025-08-27,C100067,P1009,1630.23
2025-06-25,C100524,P1001,2176.39
2024-12-27,C101188,P1002,1491.59
2025-02-27,C100085,P1012,2143.81
2024-12-31,C101011,P1006,1710.85
2024-11-10,C100240,P1004,2409.24
2024-12-18,C100898,P1008,1750.56
2025-02-13,C100480,P1011,2021.21
2024-10-15,C101027,P1007,695.49
2025-10-04,C100998,P1006,1621.16
2024-11-29,C100183,P1009,273.55
2024-11-28,C100733,P1003,1727.11
2025-05-20,C100277,P1008,2327.55
2025-09-20,C100565,P1001,1401.69
2025-09-30,C100037,P1004,784.97
2025-07-04,C101088,P1003,2089.28
2024-12-10,C100072,P1008,1742.6
2024-12-27,C100642,P1004,620.6
2025-02-18,C100383,P1011,1520.77
2025-09-29,C100002,P1008,431.17
2025-03-29,C100245,P1006,2471.89
2025-01-27,C100099,P1001,1957.39
2025-03-27,C100247,P1005,1703.96
2025-06-25,C100982,P1009,203.73
2025-08-13,C100654,P1012,1950.01
2025-04-29,C100129,P1008,930.81
2025-04-13,C100228,P1010,766.8
2025-04-13,C101087,P1003,1574.5
2025-03-22,C100912,P1006,1616.81
2025-09-27,C100811,P1010,2381.74
2025-07-30,C100207,P1002,1201.21
2025-08-07,C100139,P1011,1725.77
2025-05-17,C100493,P1001,1905.19
2024-12-29,C100823,P1008,1557.62
2025-01-03,C100728,P1003,1599.39
2025-05-11,C100361,P1009,381.58
2025-02-01,C100776,P1005,2342.92
2024-12-11,C100570,P1001,1647.89
2025-06-23,C100183,P1002,178.59
2025-06-07,C100363,P1005,2317.85
2025-01-21,C100115,P1002,517.04
2025-03-14,C100527,P1005,270.91
2025-05-16,C100882,P1008,1850.64
2025-02-16,C100107,P1005,2337.32
2024-12-25,C100554,P1012,627.7
2025-09-15,C100085,P1007,1806.88
2025-03-08,C100042,P1002,1217.9
2025-09-05,C100388,P1002,2135.2
2024-11-10,C100637,P1002,735.56
2025-06-02,C101055,P1012,1153.49
2024-11-01,C100427,P1001,1010.34
2025-02-20,C100610,P1012,550.49
2025-01-23,C101027,P1006,947.88
2024-10-27,C100545,P1010,234.75
2024-10-23,C100214,P1003,903.26
2025-08-20,C100507,P1011,2425.05
2024-10-23,C100254,P1005,483.82
2025-01-08,C100370,P1005,452.49
2025-01-07,C101037,P1005,929.76
2024-11-26,C101055,P1006,537.49
2025-06-03,C101013,P1003,2170.36
2025-03-15,C100369,P1009,214.99
2025-03-02,C100435,P1011,1879.02
2025-09-06,C100375,P1009,1018.8
2025-09-05,C100024,P1010,1832.76
2025-09-20,C101016,P1008,1323.11
2025-01-18,C100746,P1007,1567.18
2025-06-01,C100252,P1009,2426.7
2025-06-14,C100574,P1008,2020.05
2024-11-26,C100973,P1009,1628.27
2025-07-09,C100540,P1011,1533.58
2025-04-14,C100955,P1011,676.41
2025-03-23,C100630,P1008,2179.09
2025-06-19,C100127,P1009,1949.46
2024-11-22,C100758,P1008,1326.09
2025-06-18,C101095,P1012,1487.53
2024-10-17,C101092,P1002,2375.93
2025-04-26,C100693,P1006,469.45
2025-04-26,C100503,P1002,990.52
2025-01-31,C100021,P1010,1919.71
2024-12-20,C100315,P1010,542.92
2024-11-18,C100066,P1009,1747.11
2025-06-06,C100264,P1007,546.86
2025-09-02,C101103,P1004,1338.42
2025-03-10,C100469,P1007,475.51
2025-05-07,C101140,P1008,2398.85
2025-09-12,C100082,P1007,383.81
2025-06-25,C100353,P1007,1779.76
2025-02-14,C101065,P1006,1650.03
2025-07-23,C100622,P1005,683.63
2025-07-28,C100384,P1010,2389.99
2025-04-28,C100000,P1006,732.77
2024-11-09,C100684,P1003,1498.71
2024-12-07,C100583,P1012,922.59
2024-11-05,C100315,P1002,1542.51
2025-01-02,C100762,P1004,1012.38
2025-02-02,C100188,P1007,1615.76
2025-01-30,C100550,P1009,839.31
2025-06-25,C100944,P1011,652.76
2025-03-02,C100581,P1005,208.89
2025-01-07,C100730,P1006,1926.71
2024-11-26,C100876,P1005,771.91
2025-06-19,C100703,P1011,419.46
2025-07-24,C101082,P1012,1301.98
2025-08-11,C100654,P1006,395.15
2024-11-14,C100873,P1012,734.1
2025-02-07,C100725,P1002,955.97
2025-08-29,C100860,P1009,2366.02
2024-11-11,C100890,P1005,1437.89
2024-10-23,C100149,P1009,1169.59
2025-02-06,C100220,P1007,2302.92
2025-07-30,C100720,P1012,1646.01
2025-08-02,C100436,P1002,246.25
2024-12-05,C100627,P1012,1164.74
2025-05-31,C100656,P1012,1870.7
2024-11-03,C100753,P1006,1382.85
2025-04-25,C100863,P1008,487.14
2025-09-25,C101167,P1011,655.0
2025-06-25,C100995,P1011,2250.45
2024-10-17,C100457,P1001,1881.67
2025-07-08,C101104,P1010,2402.64
2025-06-18,C100311,P1012,1152.92
2025-03-21,C100045,P1011,1583.03
2024-11-12,C100195,P1001,1064.61
2025-09-14,C101153,P1004,593.4
2024-10-25,C100505,P1005,300.59
2025-08-11,C101167,P1006,1736.85
2024-12-23,C100505,P1010,702.8
2025-03-27,C100523,P1004,1180.16
2025-06-12,C101058,P1001,2337.17
2025-03-09,C100481,P1001,683.58
2025-08-17,C101080,P1012,1594.76
2025-01-13,C100575,P1004,2485.48
2025-09-11,C101152,P1007,1209.59
2025-04-10,C100359,P1004,290.87
2025-05-12,C101049,P1007,2270.78
2025-07-25,C101062,P1002,874.73
2025-06-22,C100503,P1002,183.18
2025-09-16,C100976,P1004,1448.86
2025-08-08,C100100,P1012,2076.94
2025-06-03,C100164,P1008,2292.9
2025-08-20,C100093,P1006,1402.34
2025-09-14,C100512,P1002,2010.78
2025-07-28,C100316,P1012,1614.38
2025-02-17,C100598,P1009,966.03
2024-11-16,C100997,P1006,1898.67
2025-03-09,C101026,P1012,1232.58
2024-11-04,C100892,P1008,207.37
2025-08-16,C100785,P1011,1849.37
2025-05-10,C100910,P1006,1459.29
2025-01-13,C100267,P1009,1533.58
2025-04-28,C100091,P1004,1584.06
2025-09-29,C101046,P1005,400.17
2025-01-08,C100176,P1006,1622.39
2025-04-18,C100083,P1011,2456.94
2025-03-03,C100282,P1010,263.47
2025-06-30,C101142,P1001,1149.38
2025-03-24,C100712,P1006,1853.13
2025-05-17,C100883,P1007,1031.29
2025-09-09,C100511,P1009,1899.02
2024-10-30,C100696,P1012,291.9
2025-04-14,C100555,P1005,219.73
2024-10-13,C100993,P1007,1439.03
2025-07-10,C101127,P1006,178.38
2025-03-04,C100738,P1008,2137.69
2025-05-20,C100870,P1006,2425.85
2025-01-02,C100344,P1002,1140.11
2025-10-06,C101086,P1004,1992.28
2025-06-19,C100808,P1006,1333.67
2025-07-12,C100629,P1006,1647.02
2025-02-03,C100329,P1011,2416.48
2025-04-20,C101146,P1007,513.92
2025-07-23,C100280,P1004,186.96
2025-04-15,C100664,P1010,1801.49
2024-10-26,C100731,P1008,929.41
2025-02-28,C100766,P1012,872.7
2024-11-08,C100137,P1011,636.24
2025-06-27,C101192,P1002,664.9
2024-11-07,C100098,P1002,2353.18
2025-07-20,C100624,P1008,1375.11
2025-09-02,C101192,P1011,1663.65
2025-06-08,C101035,P1012,1305.68
2025-02-06,C101108,P1003,928.85
2025-06-04,C100854,P1005,1663.45
2025-03-15,C100401,P1003,2107.18
2025-08-16,C101136,P1002,2402.11
2025-09-16,C100707,P1012,2455.66
2025-08-04,C100856,P1011,397.37
2025-07-26,C100070,P1011,733.25
2025-03-22,C100834,P1006,836.79
2025-03-10,C100618,P1002,793.54
2025-06-15,C100729,P1002,855.28
2025-05-07,C101020,P1002,1923.64
2025-08-17,C100382,P1008,270.27
2024-10-22,C101110,P1001,2495.1
2024-11-06,C100940,P1007,729.14
2024-12-19,C100918,P1006,2012.0
2024-11-25,C100351,P1005,1717.27
2024-11-21,C100716,P1011,2492.22
2025-05-05,C100249,P1002,1118.57
2025-07-28,C100158,P1004,1053.84
2024-12-17,C101111,P1012,546.53
2024-12-19,C100602,P1003,2364.16
2024-12-20,C100969,P1012,1172.29
2024-12-15,C100131,P1004,1659.13
2025-08-16,C100347,P1011,428.72
2024-10-25,C100834,P1006,882.44
2025-05-01,C100379,P1011,1263.33
2025-09-30,C101190,P1003,1896.96
2025-01-07,C100740,P1007,1732.65
2024-11-07,C101002,P1012,2320.14
2025-02-01,C101029,P1002,1714.5
2024-10-08,C100533,P1010,1869.75
2025-02-04,C100523,P1009,792.63
2024-12-29,C100179,P1004,1218.16
2025-01-17,C100938,P1003,1962.31
2025-07-10,C100759,P1006,1938.83
2025-01-31,C100770,P1009,547.26
2025-05-11,C100511,P1007,673.03
2025-04-25,C101029,P1011,371.96
2025-07-26,C100123,P1002,1105.45
2025-08-14,C100358,P1008,1916.23
2025-08-16,C100699,P1005,975.54
2025-05-27,C100010,P1007,1987.56
2025-06-13,C100656,P1010,436.02
2025-04-07,C100511,P1011,1693.27
2025-02-17,C100675,P1006,2020.09
2024-11-08,C100750,P1004,2144.82
2025-09-07,C100404,P1003,1046.1
2025-09-17,C100496,P1002,431.25
2025-04-25,C100814,P1003,837.32
2025-03-04,C100055,P1001,950.83
2024-12-21,C100686,P1005,737.49
2025-07-06,C100576,P1011,1826.41
2025-05-05,C100009,P1011,2353.75
2025-07-19,C101132,P1007,1839.99
2025-06-28,C100536,P1011,1469.38
2025-01-27,C100179,P1006,1111.39
2024-11-18,C100378,P1004,974.81
2025-01-20,C100385,P1010,905.96
2025-07-10,C100460,P1010,298.5
2025-05-13,C100572,P1003,2023.22
2025-07-30,C100326,P1011,1452.07
2025-09-05,C100479,P1006,2456.56
2025-07-14,C100512,P1009,1316.88
2025-09-17,C100285,P1001,1518.59
2025-09-15,C100923,P1012,2006.16
2025-07-29,C100861,P1001,581.2
2025-05-19,C100471,P1004,2185.28
2024-11-16,C101063,P1011,551.08
2024-11-29,C100664,P1005,2030.98
2024-11-09,C101102,P1012,1161.89
2025-05-19,C100709,P1006,663.98
2025-02-28,C100755,P1012,1213.33
2024-11-21,C100025,P1011,2488.62
2024-10-21,C100685,P1004,1052.53
2025-06-13,C100589,P1008,2198.25
2025-02-06,C100707,P1002,1099.07
2025-03-20,C100124,P1003,1308.67
2025-04-08,C101115,P1009,1458.71
2025-09-19,C100358,P1011,1409.96
2024-12-19,C100233,P1010,525.46
2025-02-08,C100462,P1012,522.17
2024-12-04,C100018,P1005,1317.92
2025-03-12,C100830,P1004,1834.22
2025-01-23,C101118,P1007,1168.15
2024-11-10,C100068,P1002,558.18
2025-07-16,C100982,P1011,957.42
2024-12-20,C100624,P1003,574.25
2025-05-09,C100745,P1003,1185.04
2024-11-24,C101059,P1010,1491.81
2025-05-23,C101102,P1010,2001.16
2025-05-30,C100566,P1009,1031.66
2025-06-15,C101158,P1011,2244.55
2025-04-18,C101182,P1005,1826.85
2025-08-28,C100034,P1004,2226.76
2025-06-18,C100286,P1011,1166.28
2025-07-27,C100657,P1001,1805.55
2025-08-07,C100182,P1010,528.6
2025-07-01,C100973,P1008,1145.94
2025-05-14,C101185,P1003,2405.71
2024-10-21,C100292,P1010,1069.49
2025-07-29,C100231,P1001,772.91
2025-06-22,C100247,P1005,188.7
2025-07-12,C100525,P1008,1219.83
2025-02-26,C101096,P1002,2199.11
2024-12-09,C100956,P1005,515.8
2024-11-04,C100015,P1008,584.96
2024-11-11,C100172,P1009,651.3
2025-03-19,C100013,P1004,200.38
2025-07-27,C100128,P1009,1350.01
2025-03-19,C100675,P1006,2009.0
2025-05-14,C100599,P1008,2173.48
2025-01-09,C100753,P1005,399.79
2025-10-01,C100270,P1008,2006.05
2024-11-24,C100005,P1008,2366.83
2025-07-23,C100267,P1004,2336.14
2025-06-15,C100232,P1012,751.92
2025-03-02,C100013,P1002,1940.92
2025-01-25,C100894,P1009,669.21
2024-12-16,C100564,P1005,2411.28
2025-02-20,C100852,P1001,320.75
2024-11-30,C100987,P1007,785.95
2025-09-02,C100936,P1010,275.16
2025-07-08,C101194,P1006,2049.05
2025-09-13,C100553,P1012,2106.5
2025-01-29,C100610,P1007,1648.76
2025-01-22,C100612,P1007,187.64
2025-05-30,C100557,P1011,1804.82
2025-06-07,C100081,P1006,2172.34
2025-04-20,C100521,P1006,2050.75
2025-06-29,C100538,P1010,1980.28
2024-11-22,C100610,P1009,740.75
2025-01-07,C100421,P1004,1735.97
2025-02-22,C101047,P1002,1617.06
2025-05-08,C100681,P1007,953.01
2025-09-14,C100911,P1007,1359.44
2025-06-13,C100847,P1003,1618.45
2025-09-01,C101156,P1012,1695.49
2025-08-31,C100258,P1001,423.12
2025-07-28,C100140,P1003,1689.98
2025-01-20,C100248,P1001,810.95
2025-09-20,C100267,P1003,2162.42
2024-12-23,C100758,P1012,1047.29
2024-12-22,C100796,P1007,212.12
2025-06-05,C100139,P1008,213.96
2025-01-01,C100291,P1009,1779.8
2024-11-06,C100178,P1002,545.22
2025-06-18,C100990,P1006,1898.88
2024-10-08,C100711,P1006,570.99
2024-10-09,C100770,P1001,2294.2
2025-04-30,C100597,P1011,1299.97
2025-08-10,C100858,P1009,1772.56
2024-12-19,C100687,P1002,1727.15
2025-05-24,C100010,P1004,597.09
2025-04-23,C100738,P1007,1930.86
2025-02-09,C101058,P1009,2478.45
2025-02-21,C100994,P1003,1461.57
2024-10-08,C100829,P1007,1223.07
2025-06-08,C101047,P1006,2159.66
2025-03-02,C100578,P1008,1979.72
2024-10-31,C100964,P1011,678.31
2025-09-19,C100055,P1008,968.98
2024-11-04,C100713,P1012,2463.29
2025-01-06,C101047,P1002,1570.84
2025-07-09,C100593,P1006,1763.02
2025-08-01,C100842,P1005,1225.16
2025-04-13,C100975,P1001,762.79
2025-05-24,C100224,P1007,1708.07
2025-08-22,C100149,P1006,964.43
2025-09-20,C101152,P1010,1189.28
2025-07-08,C100733,P1010,1704.64
2025-08-18,C100664,P1011,329.57
2025-02-27,C100561,P1002,1128.75
2024-12-15,C100893,P1009,2062.15
2025-02-06,C100525,P1004,2286.04
2025-02-03,C100480,P1009,1434.62
2025-04-21,C100589,P1012,1390.98
2025-10-03,C100868,P1002,1625.29
2025-04-17,C100741,P1001,1645.65
2025-03-30,C101138,P1006,1419.52
2025-03-29,C101067,P1007,669.75
2025-03-16,C101125,P1010,678.42
2025-06-03,C101120,P1007,2029.36
2025-08-30,C100005,P1012,1698.6
2025-09-19,C100711,P1001,1293.06
2025-02-27,C100633,P1002,1624.7
2025-06-01,C100044,P1005,2188.01
2025-01-21,C101126,P1003,659.51
2025-07-03,C100331,P1001,508.04
2025-05-08,C100037,P1007,2204.72
2024-11-14,C100361,P1006,1381.79
2025-09-19,C100369,P1008,1322.06
2025-06-16,C100081,P1002,809.73
2024-12-28,C100165,P1011,1778.11
2024-10-10,C100102,P1002,1374.92
2025-03-27,C100729,P1002,660.04
2025-02-17,C100730,P1005,1431.98
2024-10-21,C101154,P1012,1128.01
2025-09-19,C100157,P1008,2316.31
2025-09-29,C100641,P1007,1198.34
2025-08-28,C100488,P1012,1376.1
2025-03-20,C100163,P1011,1070.5
2024-11-10,C100489,P1004,1877.01
2025-03-12,C100567,P1003,390.66
2025-02-11,C100800,P1007,2369.16
2025-08-09,C100084,P1007,187.74
2025-06-13,C100469,P1007,815.77
2025-02-24,C100834,P1011,2215.11
2025-01-02,C101033,P1009,329.91
2025-01-03,C100529,P1006,242.25
2025-06-25,C100259,P1012,820.47
2025-06-20,C100064,P1004,190.01
2025-02-20,C101015,P1009,2035.87
2025-02-06,C101098,P1009,838.2
2025-01-04,C100402,P1002,1803.51
2025-06-02,C100073,P1006,1032.39
2025-06-05,C100188,P1012,2463.58
2024-12-13,C100331,P1002,1170.07
2025-06-20,C101064,P1004,1710.15
2025-05-05,C100117,P1009,870.26
2025-05-04,C100302,P1002,1822.55
2024-12-11,C100531,P1001,2100.94
2024-10-11,C100688,P1002,1060.87
2025-01-10,C100689,P1001,337.11
2025-01-26,C100533,P1004,2176.56
2025-03-24,C100579,P1001,1083.0
2025-08-08,C100022,P1002,672.73
2024-11-11,C101021,P1007,1156.18
2025-08-04,C101147,P1003,968.72
2025-04-05,C100950,P1007,627.3
2024-10-10,C100154,P1012,2036.29
2024-10-09,C100163,P1012,2436.88
2025-08-04,C100745,P1001,735.77
2025-03-16,C100675,P1006,1959.83
2025-05-27,C100098,P1005,605.84
2025-03-01,C101107,P1002,2105.18
2025-07-18,C100448,P1006,2304.69
2025-05-06,C100909,P1010,560.15
2025-06-23,C100603,P1004,642.82
2025-01-25,C100916,P1003,1731.37
2025-05-06,C100496,P1005,444.91
2025-05-24,C100496,P1008,769.58
2024-11-19,C100435,P1003,2052.11
2025-06-26,C100521,P1010,877.81
2025-04-11,C100323,P1012,819.68
2025-01-09,C100359,P1007,2439.38
2025-03-27,C100606,P1002,1516.81
2025-01-06,C100795,P1010,1758.7
2025-01-05,C100349,P1006,462.91
2025-07-10,C100129,P1005,2251.97
2025-08-14,C100763,P1007,1570.67
2024-10-14,C101170,P1011,897.86
2025-04-25,C100346,P1008,1725.7
2024-12-19,C100007,P1007,732.11
2025-05-25,C100693,P1005,1214.34
2024-12-17,C100674,P1009,2382.31
2024-10-22,C101031,P1004,2293.85
2025-05-05,C101137,P1008,682.09
2025-05-23,C100073,P1003,2336.95
2025-06-03,C100665,P1008,1623.38
2025-06-17,C101146,P1012,1636.43
2025-07-04,C100718,P1012,289.34
2025-08-09,C100186,P1002,2410.63
2025-02-17,C100298,P1012,2407.72
2024-11-29,C100071,P1003,309.92
2025-02-18,C100581,P1006,2128.86
2025-02-27,C100109,P1006,2084.9
2025-10-01,C100995,P1006,2185.26
2024-10-13,C101129,P1002,2086.26
2025-02-02,C100746,P1008,919.29
2025-06-11,C100463,P1004,1228.9
2025-01-18,C100280,P1006,2278.44
2024-12-06,C100190,P1002,1825.72
2025-02-11,C100069,P1008,750.22
2024-11-19,C100386,P1012,1500.46
2024-11-03,C100020,P1011,1368.35
2025-05-23,C100264,P1003,2374.04
2025-04-01,C100877,P1009,2246.78
2024-10-19,C100557,P1003,1268.55
2024-12-25,C100407,P1008,2368.37
2025-04-03,C100268,P1007,682.15
2024-11-06,C100174,P1003,2212.58
2025-07-25,C100725,P1003,1187.76
2025-08-05,C100237,P1012,557.11
2025-02-13,C100939,P1008,1664.05
2025-01-02,C100857,P1004,1332.66
2024-12-23,C100819,P1005,1913.52
2025-08-20,C100155,P1010,1651.89
2025-06-12,C100759,P1009,323.43
2025-05-29,C100423,P1004,518.77
2025-04-23,C100038,P1006,1444.82
2024-12-07,C101155,P1002,1656.73
2025-05-12,C100942,P1009,863.3
2025-05-28,C101168,P1002,828.86
2025-07-30,C100033,P1012,1863.52
2025-07-29,C101044,P1012,2408.86
2025-07-09,C100562,P1010,184.89
2025-01-23,C100099,P1005,303.3
2025-06-03,C100514,P1001,1060.22
2025-04-21,C100232,P1004,1406.14
2025-01-10,C100787,P1006,203.55
2025-05-09,C100663,P1006,333.69
2024-11-22,C100102,P1007,760.55
2024-11-24,C100919,P1006,615.37
2025-02-12,C100406,P1009,1381.2
2025-07-27,C100264,P1007,2259.87
2025-04-29,C100100,P1001,1748.47
2025-04-02,C100134,P1005,1818.58
2024-12-05,C100503,P1009,2274.72
2025-06-22,C100177,P1002,1416.85
2025-09-09,C101046,P1004,1101.74
2024-10-24,C100660,P1009,848.29
2025-06-09,C100368,P1009,1424.24
2025-01-09,C100896,P1010,963.01
2025-02-04,C101081,P1005,453.8
2025-09-08,C100809,P1011,2346.45
2025-04-19,C100698,P1004,1489.95
2025-05-17,C100525,P1001,1372.06
2025-08-31,C100548,P1003,655.29
2024-12-10,C101154,P1002,163.59
2024-11-18,C100767,P1008,809.76
2024-10-28,C101038,P1003,1992.88
2025-07-03,C100098,P1003,1983.89
2024-12-21,C101048,P1005,1416.86
2025-09-06,C100805,P1008,2444.0
2025-08-15,C101069,P1004,212.4
2025-05-22,C100143,P1003,785.34
2025-04-27,C100809,P1008,2471.58
2024-12-02,C101019,P1003,2207.62
2024-12-13,C100248,P1006,1113.61
2025-01-07,C100688,P1005,2342.53
2025-05-17,C100704,P1011,1359.75
2025-02-17,C100913,P1006,1837.21
2025-01-12,C101083,P1008,515.63
2025-05-14,C100771,P1004,2075.62
2025-03-17,C100470,P1006,201.75
2025-05-05,C100949,P1003,2279.24
2025-02-14,C100527,P1001,2059.77
2025-02-08,C100779,P1003,1270.9
2025-02-17,C101086,P1007,556.46
2024-10-09,C100545,P1005,2019.57
2024-10-13,C100376,P1007,654.7
2024-10-13,C100918,P1004,1590.67
2025-02-10,C100090,P1009,832.3
2025-03-06,C100004,P1003,685.65
2025-09-02,C100497,P1007,1369.6
2025-02-22,C100440,P1003,624.34
2024-11-03,C100985,P1009,1835.43
2025-08-07,C100911,P1011,1623.99
2024-10-17,C100352,P1010,216.63
2025-03-05,C100958,P1010,2099.98
2025-03-22,C100015,P1011,490.2
2024-11-01,C101088,P1002,1706.45
2025-01-24,C100757,P1005,1663.9
2025-08-30,C100939,P1006,1916.6
2025-04-05,C100294,P1002,493.4
2025-01-14,C100708,P1004,665.05
2025-06-07,C100210,P1002,672.22
2024-11-20,C100689,P1001,1939.9
2024-10-18,C100446,P1002,298.76
2025-08-13,C101185,P1009,772.52
2024-12-21,C101177,P1009,736.12
2024-12-06,C100516,P1005,1575.32
2024-10-12,C100356,P1010,1238.25
2025-07-24,C100970,P1002,1345.59
2025-07-02,C100421,P1006,2261.67
2025-01-06,C100456,P1011,2308.6
2025-02-11,C100091,P1009,2021.98
2025-01-23,C100663,P1008,1317.98
2025-05-03,C101069,P1001,1601.85
2024-10-17,C100075,P1011,715.58
2025-10-03,C100987,P1007,2451.53
2025-05-26,C100983,P1008,1183.92
2025-07-03,C101175,P1006,365.37
2024-12-13,C100967,P1003,1850.88
2025-05-10,C100653,P1012,1847.74
2025-04-16,C100145,P1002,162.98
2025-05-01,C100451,P1012,2451.48
2024-11-07,C100673,P1001,2221.79
2025-08-20,C100667,P1002,218.13
2025-03-25,C100081,P1011,1247.02
2025-06-02,C101092,P1012,1380.32
2025-02-02,C100630,P1006,1163.66
2025-09-11,C101184,P1004,686.34
2024-10-25,C100824,P1001,2461.34
2025-03-26,C100280,P1006,1997.3
2024-10-12,C100972,P1009,432.94
2025-09-08,C100907,P1004,1219.67
2024-10-08,C100162,P1007,1937.77
2024-10-09,C100936,P1004,607.57
2024-11-23,C100354,P1003,241.44
2025-08-29,C100478,P1012,956.17
2025-09-07,C100732,P1011,1472.33
2024-11-21,C100446,P1005,994.49
2025-06-06,C100111,P1010,389.11
2025-05-16,C100006,P1010,2232.15
2025-07-15,C100899,P1011,2075.44
2024-11-09,C100202,P1004,704.74
2025-07-11,C100396,P1002,1433.37
2024-10-12,C100769,P1012,1990.59
2024-12-29,C101178,P1007,262.65
2024-10-25,C100115,P1007,1506.83
2024-11-27,C101012,P1010,803.1
2025-10-04,C100598,P1008,302.14
2025-09-17,C100994,P1011,1852.61
2025-02-28,C100287,P1002,865.98
2025-09-28,C100568,P1008,463.38
2025-01-30,C100847,P1009,1820.93
2024-11-04,C101150,P1002,1832.54
2025-09-30,C100194,P1004,1899.54
2025-08-25,C101010,P1011,1967.1
2025-06-10,C100814,P1007,154.99
2025-05-23,C100013,P1005,2198.1
2025-03-23,C100614,P1001,1890.71
2024-11-20,C100806,P1008,623.31
2025-03-29,C100578,P1004,232.64
2025-08-24,C100032,P1005,152.6
2025-03-10,C100131,P1001,1758.54
2024-11-01,C100309,P1007,2001.61
2024-12-09,C100772,P1006,545.15
2024-12-18,C100365,P1009,187.79
2024-11-07,C100809,P1012,742.53
2025-07-30,C100468,P1009,1142.87
2025-08-08,C100329,P1006,1922.44
2025-02-18,C100204,P1004,1347.88
2025-04-04,C100658,P1012,2030.83
2025-04-16,C100745,P1005,1901.39
2024-12-13,C100937,P1006,445.39
2025-07-27,C100159,P1005,344.69
2024-11-08,C100531,P1009,2348.71
2025-05-16,C101001,P1007,2436.78
2025-05-01,C100905,P1006,364.83
2025-09-10,C100575,P1006,1470.95
2025-03-21,C100317,P1007,1925.04
2025-05-24,C101197,P1005,1636.96
2025-10-02,C100866,P1009,490.63
2025-01-10,C100772,P1012,2134.68
2025-06-12,C101159,P1001,820.45
2025-09-13,C100054,P1012,834.45
2025-08-15,C100753,P1005,1997.52
2025-01-08,C100819,P1007,1743.81
2025-07-27,C100035,P1001,2424.83
2024-10-18,C101113,P1010,661.76
2025-03-28,C100345,P1003,1975.38
2025-01-23,C100201,P1005,1388.08
2025-05-31,C100897,P1003,1756.33
2025-07-16,C100599,P1009,1240.39
2025-05-16,C100213,P1006,1339.17
2024-11-17,C100010,P1003,1665.32
2025-06-13,C100525,P1006,2053.88
2025-08-03,C100027,P1004,1114.45
2025-04-20,C100637,P1006,2269.43
2024-12-14,C100047,P1012,1857.4
2025-09-12,C100720,P1002,1772.81
2025-03-12,C100347,P1002,1508.29
2025-09-10,C100901,P1009,1116.48
2025-05-14,C100012,P1008,1547.98
2025-05-23,C100917,P1005,2076.29
2024-10-19,C100022,P1005,2461.42
2025-09-04,C100259,P1006,2273.52
2025-02-24,C100528,P1001,1717.62
2025-03-05,C100453,P1012,2152.48
2025-09-15,C100927,P1010,2447.03
2025-10-05,C100662,P1006,1319.65
2025-05-18,C100757,P1007,1761.6
2025-05-29,C100992,P1004,1425.35
2024-11-25,C100843,P1010,739.73
2025-07-11,C100966,P1005,1342.37
2025-05-22,C100317,P1003,2421.58
2025-04-13,C101196,P1007,1039.7
2024-11-25,C100365,P1004,2342.1
2025-08-21,C100462,P1011,1050.1
2024-11-09,C100664,P1007,476.71
2025-07-13,C100476,P1003,1840.35
2024-11-26,C100779,P1008,1234.93
2024-11-03,C100749,P1009,523.97
2025-07-21,C100189,P1010,1258.37
2025-07-21,C100714,P1002,239.88
2025-08-05,C100617,P1001,1469.21
2025-08-29,C100041,P1003,1557.51
2025-01-24,C100978,P1005,1751.85
2025-06-01,C100548,P1007,1022.66
2024-11-11,C100162,P1006,2133.33
2025-07-23,C100785,P1010,944.3
2025-03-29,C101087,P1001,2445.19
2025-01-26,C100273,P1012,897.16
2025-03-17,C100964,P1011,320.11
2025-06-14,C100826,P1002,2261.7
2024-12-29,C100868,P1005,906.3
2024-10-21,C101086,P1012,1025.4
2025-05-17,C100050,P1010,1467.73
2025-04-07,C100539,P1012,317.08
2025-08-06,C100624,P1001,1125.1
2025-09-26,C100326,P1005,231.89
2025-07-21,C100047,P1001,1079.82
2025-05-14,C100071,P1007,2011.07
2025-05-02,C100447,P1006,2375.37
2024-12-18,C100236,P1009,1976.71
2024-12-01,C100533,P1011,1010.62
2025-02-25,C100898,P1003,1615.82
2025-10-01,C100825,P1008,204.12
2025-05-30,C100227,P1003,2306.68
2025-02-23,C100615,P1010,1835.84
2024-12-11,C100153,P1002,1204.91
2024-12-29,C100947,P1006,1167.14
2025-08-22,C100409,P1005,1110.1
2025-03-20,C100034,P1012,1728.44
2025-01-20,C100776,P1010,1573.67
2025-07-24,C100271,P1012,312.38
2025-03-19,C100122,P1001,1714.67
2025-01-31,C100386,P1001,1261.8
2025-09-10,C100286,P1011,1098.92
2024-12-18,C100327,P1010,1112.33
